name,val
-0.5,-150.2241244313337
-0.4990234375,-36.04137633773358
-0.498046875,-33.06361550681655
-0.4970703125,-31.35715661988177
-0.49609375,-30.184477098285267
-0.4951171875,-29.314828444461035
-0.494140625,-28.645865738410517
-0.4931640625,-28.12348700999255
-0.4921875,-27.715952790298417
-0.4912109375,-27.403420206486754
-0.490234375,-27.173063893568052
-0.4892578125,-27.016578625882172
-0.48828125,-26.928830637740973
-0.4873046875,-26.907127972436985
-0.486328125,-26.950869362000034
-0.4853515625,-27.061468761445408
-0.484375,-27.242534590277803
-0.4833984375,-27.50035411656453
-0.482421875,-27.84483066877017
-0.4814453125,-28.291202839635176
-0.48046875,-28.863280861454772
-0.4794921875,-29.599978374736292
-0.478515625,-30.57004001724081
-0.4775390625,-31.911365934727243
-0.4765625,-33.97003171772248
-0.4755859375,-38.201665884703296
-0.474609375,-39.95619389478233
-0.4736328125,-34.530783941121435
-0.47265625,-32.22699618695994
-0.4716796875,-30.773392019779713
-0.470703125,-29.73515300927934
-0.4697265625,-28.950219839053535
-0.46875,-28.34054039942965
-0.4677734375,-27.86283371007203
-0.466796875,-27.49094971122194
-0.4658203125,-27.208263248193575
-0.46484375,-27.003974950625057
-0.4638671875,-26.87116731821806
-0.462890625,-26.80574582167702
-0.4619140625,-26.80587983918866
-0.4609375,-26.871768903398106
-0.4599609375,-27.00566776734972
-0.458984375,-27.212177227993667
-0.4580078125,-27.498884556658446
-0.45703125,-27.877558728024233
-0.4560546875,-28.36635171628845
-0.455078125,-28.994039618241338
-0.4541015625,-29.80892178951676
-0.453125,-30.900103029809
-0.4521484375,-32.45988877636043
-0.451171875,-35.046771257407464
-0.4501953125,-42.804479363803914
-0.44921875,-36.78170933520811
-0.4482421875,-33.279387152273735
-0.447265625,-31.401879997951127
-0.4462890625,-30.139127776841445
-0.4453125,-29.210667844422417
-0.4443359375,-28.498149177189944
-0.443359375,-27.94072233466744
-0.4423828125,-27.503291273541297
-0.44140625,-27.16413580316283
-0.4404296875,-26.909277700215984
-0.439453125,-26.729641279837537
-0.4384765625,-26.619531217615943
-0.4375,-26.575804486877214
-0.4365234375,-26.597454987170476
-0.435546875,-26.6854868712568
-0.4345703125,-26.843041217399723
-0.43359375,-27.07581140009898
-0.4326171875,-27.39287115210358
-0.431640625,-27.808196741670596
-0.4306640625,-28.343506400647303
-0.4296875,-29.03389420914854
-0.4287109375,-29.94020763923585
-0.427734375,-31.1807957400362
-0.4267578125,-33.03611917492739
-0.42578125,-36.516236050784
-0.4248046875,-42.516777187838144
-0.423828125,-34.736814599509046
-0.4228515625,-32.127650030462675
-0.421875,-30.54555256357267
-0.4208984375,-29.43202793282628
-0.419921875,-28.59476865102173
-0.4189453125,-27.944667855389554
-0.41796875,-27.433424113346167
-0.4169921875,-27.032259236397667
-0.416015625,-26.723019142992786
-0.4150390625,-26.49393273460461
-0.4140625,-26.33741059869017
-0.4130859375,-26.248849778739093
-0.412109375,-26.225993342962212
-0.4111328125,-26.268639559774137
-0.41015625,-26.378616830919785
-0.4091796875,-26.56001744352155
-0.408203125,-26.81975663258357
-0.4072265625,-27.16863147903345
-0.40625,-27.623264822963005
-0.4052734375,-28.209804383234168
-0.404296875,-28.971528771994215
-0.4033203125,-29.98648770222816
-0.40234375,-31.41673806401201
-0.4013671875,-33.697095830589646
-0.400390625,-39.09899712553843
-0.3994140625,-37.32087926285162
-0.3984375,-33.06557149287079
-0.3974609375,-30.983145763476667
-0.396484375,-29.617970926640716
-0.3955078125,-28.623968723365184
-0.39453125,-27.863236299443948
-0.3935546875,-27.267026267327537
-0.392578125,-26.796422193743652
-0.3916015625,-26.4276110091142
-0.390625,-26.145351237362892
-0.3896484375,-25.939736618909638
-0.388671875,-25.80447690512073
-0.3876953125,-25.735960644723885
-0.38671875,-25.732770797905744
-0.3857421875,-25.795505492933422
-0.384765625,-25.92685348998575
-0.3837890625,-26.131945299373793
-0.3828125,-26.419082830456446
-0.3818359375,-26.801088068907248
-0.380859375,-27.297800442921464
-0.3798828125,-27.940955909218385
-0.37890625,-28.784652855799123
-0.3779296875,-29.931232548102894
-0.376953125,-31.61143975414602
-0.3759765625,-34.56279324539753
-0.375,-146.90127994179488
-0.3740234375,-34.50949595631744
-0.373046875,-31.504837148191548
-0.3720703125,-29.771308563654188
-0.37109375,-28.57138338530364
-0.3701171875,-27.67430878098583
-0.369140625,-26.977735396838316
-0.3681640625,-26.42755672597906
-0.3671875,-25.992028656117196
-0.3662109375,-25.651303560530874
-0.365234375,-25.39255120570708
-0.3642578125,-25.20746137866289
-0.36328125,-25.090895203122244
-0.3623046875,-25.04015548392074
-0.361328125,-25.054635581982964
-0.3603515625,-25.135743943542064
-0.359375,-25.28708333636815
-0.3583984375,-25.514935228449545
-0.357421875,-25.8291969940217
-0.3564453125,-26.245101111525795
-0.35546875,-26.786451532620234
-0.3544921875,-27.492155444278193
-0.353515625,-28.430950850972398
-0.3525390625,-29.740731078333972
-0.3515625,-31.767564702319806
-0.3505859375,-35.9670730241941
-0.349609375,-37.68917407584635
-0.3486328125,-32.23102840330715
-0.34765625,-29.894188295050856
-0.3466796875,-28.407207025308935
-0.345703125,-27.335257802666394
-0.3447265625,-26.516272691102646
-0.34375,-25.872190691586646
-0.3427734375,-25.359721653074928
-0.341796875,-24.952706051361613
-0.3408203125,-24.63450896062069
-0.33984375,-24.39432091894567
-0.3388671875,-24.2252139996552
-0.337890625,-24.123082896981984
-0.3369140625,-24.086085846454814
-0.3359375,-24.11441085486318
-0.3349609375,-24.210300748187592
-0.333984375,-24.378343976114923
-0.3330078125,-24.62611502229196
-0.33203125,-24.965369612016982
-0.3310546875,-25.414245985742614
-0.330078125,-26.00150599811095
-0.3291015625,-26.77543422875887
-0.328125,-27.82512014043839
-0.3271484375,-29.342853243698226
-0.326171875,-31.887109219711228
-0.3251953125,-39.60159975933584
-0.32421875,-33.535003214243446
-0.3232421875,-29.98822695268464
-0.322265625,-28.06561878052491
-0.3212890625,-26.7570984187073
-0.3203125,-25.782182187244423
